No.,jointName,dimension,translateX,translateY,translateZ,rotMtx_00,rotMtx_01,rotMtx_02,rotMtx_10,rotMtx_11,rotMtx_12,rotMtx_20,rotMtx_21,rotMtx_22
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,-0.13736307304963358,-0.5792061868381927,-0.8035244733614042,0.9651290488717796,0.10423638481990727,-0.24012641483920538,0.22283919131565477,-0.808489312983194,0.5446904860613485
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522505,0.2613058466285242,0.0,-0.2613058466285242,0.9652560564522505,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,0.11594205994846607,-0.9268112759846756,-0.35718104294960007,0.827112048012745,0.28919713670359726,-0.48192393191727245,0.549948269173628,-0.23955349054041897,0.8001068843616034
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,0.15277739028723114,-0.6052415077141923,0.7812437432433457,-0.7090204382496694,-0.6178207924853932,-0.3399815973210424,0.688439603132526,-0.501976280029816,-0.5235176473875149
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696746,0.26130622224065764,0.0,-0.26130622224065764,0.9652559547696746,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,168.26770236200377,177.14216853556724,72.87713833894081,-0.5207888251294475,0.8536842593938004,0.001478135158935412,0.06511096455126186,0.03799429745185379,0.9971544492486328,0.8511988968011495,0.5194031369027323,-0.07537121108292943
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,0.03676488723345661,-0.9688660455723508,-0.2448406191866598,0.9833824039536945,-0.008512087359009435,0.18134660725540344,-0.1777846749890557,-0.24743914424720342,0.9524528750721726
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,-0.2027411635712315,-0.3015966191252972,0.9316305597853548,0.3883163080834292,0.8486247343242781,0.359230434637022,-0.8989474208596621,0.4345981357820565,-0.05493628040305176
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522505,0.2613058466285239,0.0,-0.2613058466285239,0.9652560564522505,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,0.14436423509637664,-0.9196108074127477,0.3653422101464768,0.5369265078241582,0.38292947427121454,0.7517146685612336,-0.831185233760076,0.08764120391713871,0.5490447400305027
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.24425606891966242,0.5318440610650139,-0.8108519393241819,0.8572204821881072,0.5093325287997421,0.0758513020563843,0.45333433326089706,-0.6765517495479068,-0.5803151837325682
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696745,0.261306222240658,0.0,-0.261306222240658,0.9652559547696745,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,44.594319306750236,5.922413764824739,128.45639846062852,0.6477346737665455,-0.7472415026372976,-0.14855951378790982,-0.7524567480139501,-0.5969035537802225,-0.2784151394102205,0.11936764540200061,0.29212374812893066,-0.9489020397334427
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,-0.4606652077128894,-0.8177172070215611,-0.34514654241886533,-0.289040976924748,0.5058776364456808,-0.8127380454996054,0.8391918017123544,-0.27463864674329563,-0.4693940068362436
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,0.15580558648540196,0.9740215697734839,0.16433685172820453,0.982279999975258,-0.17032184170974826,0.07820787610724621,0.10416631350175973,0.14923957870684756,-0.9832990019718595
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522505,0.26130584662852413,0.0,-0.26130584662852413,0.9652560564522505,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,-0.012639133554649188,-0.7634680880218759,0.6457218680478534,0.15400657493742964,0.6365816850615091,0.7556756798523369,-0.9879889813044626,0.10899649910190268,0.10953326437434108
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.23697176299069356,0.8399110611612588,-0.4882558682535736,0.9175654665616451,0.35864127766235676,0.17161016441406662,0.31924598371568175,-0.4073399603472272,-0.8556612405536006
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696744,0.26130622224065836,0.0,-0.26130622224065836,0.9652559547696744,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,20.10696628579564,220.97691151906514,-10.334046058087775,0.01382960477520279,-0.9998707381447991,-0.008200550806933441,-0.7305199026125352,-0.0045034197594227,-0.6828765562658032,0.682751355852725,0.015434578460257871,-0.730487754770072
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,-0.2030430974322468,-0.8976308483078511,-0.39119350806378,0.958744301585264,-0.10107590174836201,-0.26569348178594815,0.19895442885973558,-0.42900177418267527,0.8811212249090435
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,-0.09068980930763804,-0.09386819860648156,0.9914454698964126,0.8582334037171867,-0.512382507507662,0.02999317829395841,0.5051839103056992,0.8536116958491928,0.12702869548928086
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522504,0.2613058466285243,0.0,-0.2613058466285243,0.9652560564522504,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,-0.9375789447335399,-0.18748248139557072,-0.2929096132975181,0.27942209662986217,-0.9075406588382255,-0.3135175345502253,-0.20704833809358153,-0.37579285746969593,0.9032777612492441
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.9569445096388928,0.09334518029963187,0.2748524745873827,-0.28594077904975385,-0.4660856624568268,-0.8372586375359772,0.049950739217738516,-0.8798015870450622,0.4727093092848832
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696746,0.2613062222406576,0.0,-0.2613062222406576,0.9652559547696746,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,81.38787061715381,64.25792325564572,-6.701544833514994,-0.9990300594193027,0.017479454914057637,0.04041545536762003,-0.041734860097471564,-0.6685389377792819,-0.7425051448478953,0.01404072039851004,-0.743471692352074,0.6686199973391715
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,0.9604596268451241,-0.21468030647943906,0.17728415386158794,0.11263086107127374,0.8819157781508054,0.45775413639092644,-0.25462049079928445,-0.4196867001211184,0.8712241269653739
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,-0.39773220774496865,-0.3731184487429593,0.8382074409893772,0.8812312044130405,0.09897879963066657,0.4622064058323015,-0.25542250349382845,0.9224889269965899,0.28943656347743146
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522507,0.26130584662852363,0.0,-0.26130584662852363,0.9652560564522507,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,-0.0048170456858662725,-0.8652799985270516,-0.5012657181773814,0.5288133890780078,0.4232421493649896,-0.7356782466083496,0.8487244521060366,-0.2686198189820131,0.4555328717528283
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.29279342077130205,-0.6074428385338105,0.7384342967840986,-0.9555252647282808,0.21436140235701148,-0.20253557130905245,-0.03526302906711532,-0.7648937096705153,-0.6431905873747608
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696744,0.26130622224065775,0.0,-0.26130622224065775,0.9652559547696744,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,114.72786765286043,70.21344555072903,103.64303024425641,0.17282890153007535,0.8949967317002383,0.41123110417598435,-0.9814848992604901,0.12149154308149046,0.14807834913755694,0.08256853710423478,-0.429209337276777,0.8994230269872439
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,-0.27757124670540567,0.5410849170847754,-0.7938396031351477,-0.9339800973466301,0.04156014564407473,0.35489989018654644,0.22502306717931464,0.8399403947884666,0.4938266420919476
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,0.4519450480722554,-0.2910054969140391,-0.8432446111827692,-0.09761452846163017,0.9234828219465898,-0.3710133170154094,0.8866888278061139,0.24999055649239285,0.38895712399754734
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9865265368056745,-0.1636013208326944,-0.0,0.1636013208326944,0.9865265368056745,0.0,0.0,-0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,-0.5967746436069792,-0.7961169713236819,-0.10028854729315569,-0.7604067440514937,0.6010089409657998,-0.24610939941451576,0.25620618327583256,-0.07061176141108252,-0.9640396105978505
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.15984311116409677,-0.3287921036560158,0.9307770583694219,0.9436365227455941,0.22594518778136408,0.24186542758122365,-0.2898280399719571,0.9169757492387114,0.27414445563264234
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696746,0.26130622224065764,0.0,-0.26130622224065764,0.9652559547696746,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,76.79954469586231,100.91325770335712,201.1930931318421,0.851982948443117,0.5218814460350742,-0.04200966372768278,-0.5197018093763017,0.8332277070427703,-0.1887898767075329,-0.06352231807145568,0.18267825404406313,0.981118530355146
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,-0.22355558569635642,-0.24921443519221315,0.9422924521589804,-0.5337207813150894,0.8402396563595111,0.09560045749504148,-0.8155765002109668,-0.48154904752545896,-0.3208511915685425
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,-0.14923118721293768,0.9665607556084922,-0.20854342109152588,-0.6287136689587787,-0.25553393577728256,-0.73445321847655,-0.76318357898176,0.021510773666050143,0.6458235915394231
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522507,0.2613058466285237,0.0,-0.2613058466285237,0.9652560564522507,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,-0.37727523800269,-0.7963805678376591,0.47269587047125894,-0.4333314736983843,0.6028963683973858,0.669880439239444,-0.8184663882484118,0.047895303984956505,-0.5725546359639302
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.003520949803303308,0.27537941538464594,0.9613291738498803,-0.9987768306975696,0.046444753586002856,-0.016962527112832797,-0.04931982739427153,-0.960213029721398,0.27487905009122304
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696744,0.2613062222406583,0.0,-0.2613062222406583,0.9652559547696744,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,79.27478330975248,141.33051566148396,123.71923658536438,-0.7043720881360326,-0.708196667279689,0.04813981625252226,0.49465714531388727,-0.44108328820747106,0.7488389956819826,-0.5090916126246837,0.5512739911496154,0.6610012985139837
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,-0.012259262616033162,-0.4011996061700187,0.9159086125204485,-0.8520922142209932,0.48351104336167006,0.20038944436090994,-0.5232480950219276,-0.7779819708427254,-0.34778654962432465
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,-0.24255776723322062,0.9405171007881126,-0.23789349020088338,0.5943395771498938,0.33787307661936694,0.7297960339225261,0.766763455433369,0.03562818015120234,-0.6409402750576633
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522505,0.2613058466285239,0.0,-0.2613058466285239,0.9652560564522505,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,-0.3164837323690952,-0.7226346667156154,0.614521916294723,-0.30993209841061237,0.6910402322195536,0.6529973137990231,-0.8965378639636596,0.016202960061574016,-0.44267067054947473
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.47504851621133726,0.8256336517404014,-0.3043977338273355,0.8059870102434435,0.2694248354418181,-0.5270628021080461,-0.35314847665570215,-0.49572102150399044,-0.7934398668297418
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696746,0.2613062222406576,0.0,-0.2613062222406576,0.9652559547696746,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,27.00618365414263,145.54145646084652,141.94457636453032,0.04788325698431117,-0.9925484911818354,-0.1120476967779177,-0.5182398058676301,0.07121000876262829,-0.8522655913893904,0.8538938442891221,0.09887682895748723,-0.5109683702348475
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,-0.12705606163839178,-0.8246727354518675,0.5511548209017818,-0.021002382597056776,0.5577702870175991,0.8297295986317179,-0.9916731604345194,0.09384661060815816,-0.0881881882746931
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,0.3112647171457775,0.7968485382852738,0.5178288162054926,-0.5375614726671153,-0.3017072979585558,0.7874010220100747,0.7836720863754952,-0.5234549774251556,0.334444236973383
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522504,0.26130584662852446,0.0,-0.26130584662852446,0.9652560564522504,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,0.42352827364999557,-0.9058819472064118,-0.0013035123989924083,0.9013216285615185,0.4215395260383321,-0.09961801982869647,0.09079164777812283,0.04101616404416888,0.9950248996788145
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.6684772594083808,0.3335423603507889,-0.6647463031153205,0.7249372770934616,0.4918845981093598,-0.4821985964549374,0.16614481013314478,-0.8042381711871294,-0.5706109585973647
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696746,0.26130622224065764,0.0,-0.26130622224065764,0.9652559547696746,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,-14.214510727077016,151.09076384900362,133.01781016214227,0.004799266518683343,-0.9993416433021844,0.03596174360305888,-0.4858672387454841,-0.03376231210634283,-0.8733802909357826,0.8740194467829197,-0.013281048276525265,-0.48570939912869193
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,-0.21626635752572976,-0.8974473924382363,0.3844698172917652,-0.4382792470053011,0.4411206542107724,0.7831499665282036,-0.872433472676868,0.0008638486385513233,-0.48873212450023185
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,0.27934921031982995,-0.9584604799809647,-0.0575979774674948,-0.8432117240539629,-0.21618091715520513,-0.4921989429853312,0.4593016515446361,0.1860626759255949,-0.8685750822558611
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522505,0.2613058466285242,0.0,-0.2613058466285242,0.9652560564522505,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,0.1732388941156637,-0.7666380914439282,-0.6182671933014017,0.4199723754699384,0.6253268613443547,-0.6577153794182978,0.8908487466499119,-0.1457132568726311,0.43029775430956135
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,0.31347451701747875,-0.8658432258251139,0.38993491184224516,-0.396253572114792,0.25390087600717937,0.8823363597568981,-0.8629697756972291,-0.43110306593151004,-0.2635020166479305
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696747,0.2613062222406572,0.0,-0.2613062222406572,0.9652559547696747,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,210.75826001302156,-42.83349683984174,141.66008279342648,0.9907198461884679,-0.10586560416060234,0.08524470789444548,-0.01417768733815852,0.5432572806535164,0.8394465558918496,-0.13517832500086727,-0.8328649355523723,0.5367148400941628
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,0.6902296849104315,0.7192603360962425,0.07904145106946575,-0.036879660885258625,0.14406194427721486,-0.9888812096627466,-0.7226498963408454,0.6796401438480433,0.12596190768949267
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,0.8881254290039414,0.05285026875122529,0.45655237536287996,0.45937384094495365,-0.13331522734141707,-0.8781814871735717,0.014453256105292349,0.9896635283023361,-0.14267867442657753
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522505,0.26130584662852413,0.0,-0.26130584662852413,0.9652560564522505,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,-0.5824331955610887,-0.7544277515497432,-0.30267200134815553,0.05047442999071975,0.33806261326486187,-0.9397691213429202,0.81130999292848,-0.5626299291755921,-0.15881957741493236
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,-0.2920700319373158,-0.24193168666726017,0.9252913894717008,0.8023529892244956,0.4645516663018443,0.37472847505720264,-0.5205043488066666,0.8518572699240847,0.058432991972287365
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696745,0.2613062222406579,0.0,-0.2613062222406579,0.9652559547696745,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,53.198869636343744,81.11128358997291,67.37359156609295,0.46174672771064984,0.8365167073441888,0.29500806392799456,-0.48908756648848617,0.5175676659683928,-0.7020805249046584,-0.7399887240727911,0.1798986088830788,0.6481150968516745
0,leg_L_ankle_irm_bind,9,n/a,n/a,n/a,-0.09053641132943335,-0.89169814918417,-0.4434834483553061,-0.05295334084219051,0.44899265014401957,-0.8919649902380143,0.9944843397043708,-0.05727137904901437,-0.08786857927943115
1,leg_L_femur_irm_bind,9,n/a,n/a,n/a,-0.17845250865230117,-0.4159687615207969,-0.8916976458388538,0.9795188591663925,-0.16099745263023907,-0.12092404551594556,-0.09326042404508421,-0.895013860052138,0.43617964604220444
2,leg_L_knee_irm_bind,9,n/a,n/a,n/a,0.9652560564522508,0.2613058466285232,0.0,-0.2613058466285232,0.9652560564522508,0.0,0.0,0.0,1.0
3,leg_R_ankle_irm_bind,9,n/a,n/a,n/a,0.16471047229763436,-0.9310326614311267,0.3256511072666008,0.6889052976909262,0.3448741653161209,0.6375510182808001,-0.7058894751509377,0.11933144366000911,0.6981977194356566
4,leg_R_femur_irm_bind,9,n/a,n/a,n/a,0.490846531768953,-0.19802127661458013,0.848444020698079,-0.6294389081191678,-0.7539179849727458,0.18818696256750786,0.6023921838770321,-0.6264145958888304,-0.4947003242987549
5,leg_R_knee_irm_bind,9,n/a,n/a,n/a,0.9652559547696745,0.26130622224065797,0.0,-0.26130622224065797,0.9652559547696745,0.0,0.0,0.0,1.0
6,spine_C_spine_01_irm_bind,12,101.66004931480234,172.4447519488793,207.48854458761812,-0.02866264987418776,0.9589146079168979,-0.2822432058097614,-0.9403339166403558,0.06990507981118275,0.3329946021070013,0.3390436221461741,0.27494736685441057,0.899696264159093
